"","TCGA.SS.A7HO.01A","TCGA.D5.6930.01A","TCGA.A6.2684.11A","TCGA.CK.5913.01A","TCGA.AA.3548.01A","TCGA.A6.2671.11A","TCGA.AA.3520.11A","TCGA.D5.5541.01A","TCGA.D5.6538.01A","TCGA.A6.A565.01A","TCGA.A6.2683.11A","TCGA.G4.6586.01A","TCGA.A6.2680.11A","TCGA.AA.3527.11A","TCGA.AA.3525.11A","TCGA.A6.2685.11A","TCGA.AG.3600.01A","TCGA.CI.6624.01C","TCGA.AF.2692.11A","TCGA.AF.2689.11A","TCGA.AG.3881.01A","TCGA.AF.2691.11A"
"hsa-miR-4754",1,1,5,1,0,1,0,0,0,1,7,0,0,0,3,2,0,1,1,1,0,3
"hsa-miR-4755-5p",4,0,0,0,1,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"hsa-miR-4756-5p",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"hsa-miR-4757-5p",1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"hsa-miR-4758-5p",9,0,0,0,0,1,1,2,0,0,2,0,1,0,0,0,0,1,2,1,0,0
"hsa-miR-4759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4760-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4761-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4762-5p",1,1,0,0,0,0,0,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4763-5p",0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0,0,0
"hsa-miR-4764-5p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4766-5p",6,3,0,0,2,0,0,2,1,1,0,2,0,0,0,0,1,3,0,0,3,0
"hsa-miR-4767",1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0
"hsa-miR-4768-5p",2,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
"hsa-miR-4769-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"hsa-miR-4770",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
"hsa-miR-4771",4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4772-5p",11,57,14,32,3,4,8,16,3,62,27,58,6,5,28,7,8,57,5,2,21,9
"hsa-miR-4773",1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"hsa-miR-4774-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4775",1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4776-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4777-5p",1,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,2,0,0,0,0
"hsa-miR-4778-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4780",2,0,0,0,2,0,0,0,2,0,3,0,2,1,0,2,0,0,0,0,1,0
"hsa-miR-4781-5p",1,1,0,3,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,1,0
"hsa-miR-4782-5p",0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4783-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4784",1,2,3,4,0,0,0,0,0,0,1,6,1,4,3,1,1,3,1,0,0,2
"hsa-miR-4785",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0
"hsa-miR-4786-5p",9,2,1,2,1,0,0,8,3,3,0,1,4,3,1,1,0,4,1,1,0,0
"hsa-miR-4787-5p",1,0,1,0,0,3,1,0,0,1,4,1,2,2,2,2,0,4,4,2,2,4
"hsa-miR-4788",2,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4789-5p",10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4790-5p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4791",8,0,0,3,4,0,0,6,2,0,0,2,0,0,0,0,8,1,0,0,1,0
"hsa-miR-4792",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4793-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4795-5p",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4796-5p",3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4797-5p",5,0,1,0,0,0,0,5,1,1,1,0,0,0,1,0,0,1,0,0,0,0
"hsa-miR-4798-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4799-5p",0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0
"hsa-miR-4800-5p",0,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,1,1,0,1
"hsa-miR-4801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4802-5p",1,2,0,1,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4804-5p",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-483-5p",18924,6,9,7,4,17,18,2,1522,10,31,0,44,17,10,8,2,9,38,73,4,15
"hsa-miR-484",870,185,288,88,42,189,205,89,115,358,318,220,395,251,508,120,62,527,208,264,130,139
"hsa-miR-485-5p",17,14,15,9,3,30,31,5,8,14,31,0,41,19,21,9,3,16,54,52,8,34
"hsa-miR-486-5p",4142,467,2410,272,16,3855,785,85,144,2087,4841,748,5901,1331,1846,4200,29,1250,2299,3938,59,2957
"hsa-miR-487a-5p",3,5,5,6,1,6,10,3,1,9,7,4,8,8,7,2,1,20,8,5,7,4
"hsa-miR-487b-5p",19,18,8,17,1,1,7,13,2,53,5,3,5,3,6,2,5,32,4,8,10,9
"hsa-miR-488-5p",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0
"hsa-miR-489-5p",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"hsa-miR-490-5p",0,57,4,0,0,78,10,10,25,2,5,0,203,109,2,120,0,19,320,403,22,115
"hsa-miR-491-5p",37,9,2,8,3,1,2,2,8,19,4,9,13,9,7,4,3,13,4,9,8,3
"hsa-miR-492",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"hsa-miR-493-5p",42,56,5,52,9,1,12,35,13,99,0,23,10,1,9,5,8,140,1,3,28,1
"hsa-miR-494-5p",0,2,1,5,1,0,0,5,1,19,0,8,0,0,0,0,1,27,1,2,1,0
"hsa-miR-495-5p",26,34,0,15,5,1,1,14,14,82,0,12,1,0,0,1,2,53,1,1,11,0
"hsa-miR-496",5,16,0,9,0,0,0,8,4,14,0,1,0,0,1,1,3,5,0,0,0,1
"hsa-miR-497-5p",29,70,19,7,6,11,33,22,23,150,18,16,34,12,15,19,14,115,22,34,57,12
"hsa-miR-498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4999-5p",3,0,0,0,0,0,0,2,8,3,0,0,0,0,0,1,0,3,0,0,4,0
"hsa-miR-499a-5p",116,2,0,1,0,0,0,1,44,0,0,2,0,0,0,0,0,2,0,0,4,0
"hsa-miR-499b-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5000-5p",55,7,0,0,0,0,1,15,11,9,0,3,0,0,0,0,3,16,0,0,3,0
"hsa-miR-5001-5p",4,1,2,3,1,0,2,5,3,1,4,0,5,5,3,2,1,3,3,4,1,3
"hsa-miR-5002-5p",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5003-5p",2,1,0,1,0,0,0,4,4,2,0,1,0,1,0,0,0,0,1,0,0,0
"hsa-miR-5004-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-5006-5p",0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0
"hsa-miR-5007-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5008-5p",0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-5009-5p",1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-500a-5p",3921,479,732,897,277,437,589,2484,2587,3014,664,859,320,333,1030,486,411,1925,352,581,186,310
"hsa-miR-500b-5p",68,15,9,18,2,6,10,24,84,75,4,23,10,3,23,10,2,74,4,5,3,3
"hsa-miR-501-5p",822,96,213,221,42,157,152,462,370,395,242,146,81,98,265,194,60,290,111,145,35,90
"hsa-miR-5010-5p",26,0,0,1,1,4,5,0,7,9,10,4,3,5,7,7,1,5,2,5,5,5
"hsa-miR-5011-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-502-5p",75,25,11,21,6,7,13,50,75,100,21,51,20,7,16,8,23,73,10,15,19,4
"hsa-miR-503-5p",68,16,10,15,20,3,4,10,17,36,13,12,2,5,9,3,18,215,2,2,16,1
"hsa-miR-504-5p",3,0,6,0,2,38,7,0,3,4,12,1,139,48,15,11,0,2,98,86,2,68
"hsa-miR-5047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-505-5p",256,116,200,152,44,94,144,226,253,293,118,219,253,119,220,57,62,245,144,291,226,116
"hsa-miR-506-5p",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-507",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-508-5p",5,2,1,10,5,0,2,31,220,5,0,2,6,1,2,4,2,62,0,0,1,0
"hsa-miR-5087",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"hsa-miR-5088-5p",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"hsa-miR-5089-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-509-3-5p",1,0,2,0,6,1,3,1,26,1,2,0,1,2,0,3,2,6,1,3,3,0
"hsa-miR-509-5p",7,0,3,1,13,2,2,2,46,2,3,0,2,4,3,1,3,10,3,4,2,1
"hsa-miR-5090",0,1,0,0,0,4,0,2,0,0,9,1,1,1,5,1,0,3,2,2,0,4
"hsa-miR-5091",0,2,1,1,0,0,4,11,3,1,2,5,17,2,3,1,0,2,7,2,1,2
"hsa-miR-5092",1,1,0,2,0,0,0,3,0,0,0,4,0,0,1,0,1,3,0,0,1,0
"hsa-miR-5093",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-5094",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-510-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-511-5p",35,25,11,10,4,3,4,30,6,35,4,56,1,7,9,2,16,32,2,6,21,2
"hsa-miR-512-5p",4,0,0,0,1,0,0,0,1,5,0,3,0,0,0,0,0,1,0,0,2,0
"hsa-miR-513a-5p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-513b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-513c-5p",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-514a-5p",2,0,0,4,0,0,0,4,84,1,0,0,0,0,0,0,1,12,0,0,0,0
"hsa-miR-514b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-515-5p",0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-516a-5p",15,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0
"hsa-miR-516b-5p",9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0
"hsa-miR-517-5p",45,3,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,5,0
"hsa-miR-5186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5187-5p",3,0,8,2,1,2,0,0,2,1,8,1,3,3,3,3,0,2,3,1,0,3
"hsa-miR-5188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5189-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518a-5p",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-518b",8,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0
"hsa-miR-518c-5p",11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0
"hsa-miR-518d-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518e-5p",5,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518f-5p",5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-5190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5193",0,0,0,0,0,2,1,0,0,2,0,1,2,0,3,0,0,1,1,3,0,1
"hsa-miR-5194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5195-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5196-5p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"hsa-miR-5197-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519a-3p",6,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0
"hsa-miR-519a-5p",6,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0
"hsa-miR-519b-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519c-5p",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"hsa-miR-519d-5p",4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519e-5p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520a-5p",16,0,0,2,0,0,0,2,0,10,0,3,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520b",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"hsa-miR-520c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520d-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-520e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520f-5p",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"hsa-miR-520g-5p",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-520h",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-521",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-522-5p",0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-523-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-524-5p",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-525-5p",3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-526a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-526b-5p",38,1,0,0,1,0,0,0,0,25,0,2,0,0,0,0,0,1,0,0,3,0
"hsa-miR-527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-532-5p",15800,3064,1854,3055,1483,926,1651,10166,8711,6564,1904,2444,1133,1025,2129,1254,2438,6039,650,1374,1477,589
"hsa-miR-539-5p",32,20,12,11,18,8,9,25,11,36,8,8,6,2,17,10,9,82,2,9,23,5
"hsa-miR-541-5p",2,5,0,4,1,0,1,1,0,7,1,1,0,0,0,0,0,3,0,1,2,0
"hsa-miR-542-5p",902,456,2,717,150,2,2,444,1225,720,6,431,5,1,7,2,391,2475,2,4,181,2
"hsa-miR-543",5,5,2,2,2,1,3,3,5,14,4,2,0,4,3,3,1,7,4,1,4,3
"hsa-miR-544a",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-544b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-545-5p",6,1,0,2,1,0,0,1,1,2,0,6,0,0,0,0,0,4,0,0,10,0
"hsa-miR-548a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548a-5p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548aa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ad-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ae-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ae-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-548ah-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ai",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548aj-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548aj-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548al",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-548am-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548an",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ao-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ap-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548aq-5p",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-548ar-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548as-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548at-5p",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-548au-5p",4,2,0,0,2,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,2,0
"hsa-miR-548av-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548aw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
"hsa-miR-548ax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ay-5p",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548az-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548b-5p",0,1,0,0,0,0,0,0,0,4,2,2,0,0,0,1,1,9,0,0,0,0
"hsa-miR-548ba",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548bb-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548d-5p",3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0
"hsa-miR-548e-5p",5,1,0,5,0,0,0,3,1,3,1,1,1,0,0,0,0,2,0,0,0,0
"hsa-miR-548f-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548f-5p",32,0,0,0,0,0,0,23,31,0,0,0,0,0,0,0,1,0,0,0,3,0
"hsa-miR-548g-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548h-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548i",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548j-5p",2,0,0,2,0,0,0,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548k",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0
"hsa-miR-548l",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548n",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"hsa-miR-548o-3p",0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,0,0,4,0,0,0,0
"hsa-miR-548o-5p",4,2,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,1
"hsa-miR-548p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548q",3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,1,0
"hsa-miR-548s",6,1,0,2,0,0,0,1,1,6,0,1,0,0,1,0,0,4,0,0,0,0
"hsa-miR-548t-5p",1,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0
"hsa-miR-548u",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548v",8,1,1,5,1,1,1,0,2,9,0,12,0,0,2,0,1,6,0,0,2,0
"hsa-miR-548w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548x-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548x-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548y",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548z",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-549a",24,3,0,2,0,0,0,5,6,2,0,1,0,0,0,0,0,8,0,0,1,0
"hsa-miR-550a-3-5p",12,7,3,2,2,2,1,2,4,6,4,8,5,4,3,0,3,2,0,4,4,2
"hsa-miR-550a-5p",76,20,13,20,2,2,8,40,13,51,8,34,20,25,14,6,9,51,5,10,16,5
"hsa-miR-550b-2-5p",0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,2,0,0
"hsa-miR-551a",0,4,2,0,0,0,1,0,0,0,1,4,3,1,0,0,2,2,0,0,2,3
"hsa-miR-551b-5p",0,3,1,0,3,0,1,1,0,5,4,1,2,0,0,0,3,0,0,0,5,0
"hsa-miR-552-5p",3432,227,11,289,181,1,11,1732,109,662,5,220,10,4,5,5,184,1236,0,2,166,0
"hsa-miR-553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"hsa-miR-556-5p",7,0,0,2,1,0,0,7,2,2,0,6,0,0,0,0,1,7,0,0,1,0
"hsa-miR-557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5571-5p",0,3,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,0,1,0,0
"hsa-miR-5572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5579-5p",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
